pos_id,neg_id,bm25_pos_score,bm25_neg_score,score_ratio,lcs_ratio,pos_text_snippet,neg_text_snippet
Page_V01P547,Page_V01P553,780.8568,146.7194,0.1879,0.0008," 000000000000000000000000000000000
  فائدة: يجوز للزوج منعها من الخروج
 من المنز..."," فيمهل ثلاثة ثم يفسخ هو أو هي بإذنه.
  ف: إذا توفرت شروط الفسخ من
 ملازمتها المس..."
Page_V01P101,Page_V01P105,618.6703,138.3247,0.2236,0.007," وبفتح عليه وسكوت طال بلا عذر ولا أثر لشك في ترك حرف
 بعد تمامها
  من القارئ وال..."," وسن آية بعدها,
  فرع يسن للإمام أن يسكت في الجهرية
 بقدر قراءة المأموم الفاتحة ..."
Page_V01P417,Page_V01P423,551.2525,108.7334,0.1972,0.0041," 00000000000000000000000000000000000
  وشرط الناظر واقفا كان أو غيره
 العدالة وا..."," 
 | باب في الوصية
 تصح وصية مكلف حر لجهة حل,
  باب في الوصية
 هي لغة الإيصال: م..."
Page_V01P672,Page_V01P227,622.3137,76.9847,0.1237,0.0035," 000000000000000000000000000000000
  غيره كالأم بل لو حكم به قاض نقض
 على ما حكا..."," وكفن شهيد في ثيابه لا حرير ويندب
  ولا من وقع بين كفار فهرب منهم
 فقتلوه لان ذل..."
Page_V01P140,Page_V01P160,502.4596,88.8195,0.1768,0.0029," 0000000000000000000000000000000000
  أما الشك في النية وتكبيرة الإحرام
 فيؤثر ع..."," ووتر وأقله ركعة وأكثره إحدى عشرة ,
  ويسن وتر أي صلاته بعد العشاء
 لخبر: ""الوتر..."
Page_V01P529,Page_V01P519,620.3249,141.153,0.2275,0.007," ولا يقبل دعواها عدم انقضائها بعد تزوج,
  انقضاؤها وإن خالفت عدتها أو كذبها
 الز..."," في تحليل وإن كذبها الثاني وللأول نكاحها ولو أخبرته
 أنها تحللت ثم رجعت قبلت قبل..."
Page_V01P091,Page_V01P148,536.5855,80.3571,0.1498,0.0015," 
 | فصل في صفة الصلاة
 أركان الصلاة: 1- نية,
  إلى القبلة. ويشترط ترك فعل كثير
..."," وبزيادة ركن فعلي عمدا وباعتقاد فرض نفلا.
  وتبطل بزيادة ركن فعلي عمدا لغير
 متا..."
Page_V01P390,Page_V01P386,670.3562,106.0669,0.1582,0.0033," 000000000000000000000000000000000
  ولو تلف المثلي: فله مطالبته بمثله
 في غير ا..."," لا باستعمال وعليه مؤنة رد
  لا يوم القبض في المتقوم وبالمثل
 في المثلي على الأو..."
Page_V01P212,Page_V01P213,667.434,156.2098,0.234,0.0033," وسفر بعد فجرها.
  وحرم على من تلزمه الجمعة وإن لم
 تنعقد به سفر تفوت به الجمعة ..."," 000000000000000000000000000000000
  حوطت واتصلت بالبلد والقريتان إن
 اتصلتا عرف..."
Page_V01P463,Page_V01P470,668.7777,126.5455,0.1892,0.0011," وبان بطلانه بحجة فيه أو بإقرار الزوجين في حقهما بما
 يمنع صحته,
  كما نص عليه و..."," عدم وليها أو غاب مرحلتين أو تعذر وصول إليه لخوف,
  يزوجها وإن أذنت له قبل خروجه..."
Page_V01P303,Page_V01P315,687.7901,109.936,0.1598,0.006," 000000000000000000000000000000000
  سنة أو سقط سنه ولو قبل تمامها أو
 ثني معز أ..."," 000000000000000000000000000000000
  كالاعتكاف.
 ولا يجزئ ألف صلاة في غير مسجد ا..."
Page_V01P442,Page_V01P407,605.3172,82.0449,0.1355,0.0037," 000000000000000000000000000000000
  وصدق وديع كوكيل وشريك وعامل قراض
 بيمين في ..."," اتبع,
  مطلقا أو إلا كذا: كسنة أو أن يفضل
 بعض الموقوف عليهم على بعض أو أنثى عل..."
Page_V01P468,Page_V01P438,835.0091,239.0864,0.2863,0.0063," لأبوين فأخ لأب فبنوهما فعم ثم معتق فعصباته فيزوجون
 بالغة بإذن ثيب بوطء نطقا وص..."," وهي ابن فابنه فأب فأبوه فأخ لأبوين ولأب فبنوهما  فعم
 لأبوين فلأب فبنوهما فمعتق..."
Page_V01P399,Page_V01P410,728.6937,122.4165,0.168,0.0344," 000000000000000000000000000000000
  رقم: 433, 2/176] بل في شرح مسلم
 عن المحاسب..."," 000000000000000000000000000000000
  ما شرط ما دام يقرأه فإذا مات
 مثلا: قرر الن..."
Page_V01P258,Page_V01P621,538.7708,98.6702,0.1831,0.0027," وجار أفضل لا بما يحتاجه.
  وصرفها بعد القريب إلى جار أفضل
 منه لغيره فعلم أن ال..."," 000000000000000000000000000000000
  وعلم مما مر أنه لا يحرم عليه
 قبولها في غير..."
Page_V01P471,Page_V01P472,682.7138,167.3746,0.2452,0.0012," أو فقد أو عضل مكلفة دعت إلى كفء
  أو فقد أي الولي بأن لم يعرف مكانه
 ولا موته و..."," ثم محكم عدل ولقاض تزويج من قالت أنا خلية عن نكاح
 وعدة ما لم يعرف لها زوج وإلا ..."
Page_V01P060,Page_V01P065,691.4805,140.0754,0.2026,0.013," ونواقضه: 1- خروج شيء من أحد سبيلي الحي ولو باسورا,
 2- وزوال عقل,
  وأركانه: ني..."," موجبه: 1- خروج منيه 2- ودخول حشفة فرجا 3- وحيض وأقل
 سنه تسع سنين قمرية,
  موجب..."
Page_V01P518,Page_V01P530,543.0258,94.6557,0.1743,0.0053," فرع [في حكم المطلقة بالثلاث]
 حرم لحر من طلقها ثلاثا ولعبد من طلقها ثنتين حتى ت..."," وتنقطع عدة بمخالطة رجعية فيها,
  فلو أنكر الثاني الرجعة صدق بيمينه
 في إنكارها ..."
Page_V01P244,Page_V01P247,717.3203,140.7481,0.1962,0.0069," ولو أصدقها نصاب نقد زكته.
  هو على خلاصه فيجب إخراج الزكاة في
 الحال وإن لم يقب..."," وجاز لكل إخراج زكاة المشترك بغير إذن الآخر وتوكيل
 كافر وصبي في إعطائها لمعين و..."
Page_V01P460,Page_V01P528,698.2203,126.9811,0.1819,0.0031," 000000000000000000000000000000000
  بتميزها كسوداء اختلطت بمن لا سواد
 فيهن لم ..."," وتعتد غيرها بنصف وكمل الطهر الثاني وتعتدان بوضع حمل
 وتصدق في انقضاء عدة أمكن,
..."
Page_V01P275,Page_V01P406,676.5481,100.3378,0.1483,0.0064," وبرمضان إكثار صدقة وتلاوة,
  ومشاتمة لأنه محبط للأجر كما صرحوا
 به ودلت عليه ال..."," إلى الواقف ولو شرط شيئا
  إلى الواقف يوم انقراضهم: كابن
 البنت وإن كان هناك ابن..."
Page_V01P404,Page_V01P403,662.3978,136.7338,0.2064,0.0055," 000000000000000000000000000000000
  ويصح على المعدوم تبعا للموجود:
 كوقفته على ..."," وشرط له تأبيد وتنجيز وإمكان تمليك,
  وقال الشيخ أبو محمد: وكذا لو أخذ
 من الناس..."
Page_V01P465,Page_V01P667,722.1792,89.0292,0.1233,0.0032," وينقل ضد كل ولاية لأبعد
  هذا هو المذهب للخبر الصحيح ""لا
 نكاح إلا بولي مرشد"" [..."," ولو بعوض ولو أعتق حاملا تبعها أو مشتركا أو نصيبه
 عتق نصيبه وسرى بالإعتاق لما أ..."
Page_V01P629,Page_V01P600,661.9177,97.688,0.1476,0.003," 000000000000000000000000000000000
  ويستحب كتاب به يذكر فيه ما يتميز
 به المحكو..."," مستطيع له سلاح وحرم سفر بلا إذن غريم
  سيده لنقصه.
 مستطيع له سلاح فلا يجب على ..."
Page_V01P207,Page_V01P280,690.1357,105.8737,0.1534,0.0031," وتطيب,
  قال شيخنا: وإرسالها بين الكتفين
 أفضل منه على الأيمن.
 ولا أصل في اختي..."," وستة من شوال وأيام البيض والاثنين والخميس.
  وفي الأم: لا بأس أن يفرده.
 وأما أ..."
Page_V01P316,Page_V01P311,691.2399,116.8035,0.169,0.003," 00000000000000000000000000000000
  تتمة [في بيان حكم نذر المقترض
 لمقرضه] اختلف..."," بلفظ منجز ك: لله علي كذا أو علي كذا أو نذرت كذا أو
 معلق,
  مسكين ما لم يعين شخ..."
Page_V01P278,Page_V01P214,627.0114,195.1606,0.3113,0.1061," . . . . . . . . . . . . . . . . . . . . . . . . . .
 . . . . . . .
  فيضر مالم ..."," . . . . . . . . . . . . . . . . . . . . . . . . . .
 . . . . . . .
  بحيث تبتل ..."
Page_V01P633,Page_V01P644,786.8225,127.946,0.1626,0.002," أو دين ذكر جنس ونوع وقدر وبعين صفة وبعقار جهة وحدود
 وبنكاح ولي وشاهدين عدول وب..."," ولو ادعوا مالا لمورثهم وأقاموا شاهدا وحلف بعضهم أخذ
 نصيبه ولا يشارك فيه.
  تنب..."
Page_V01P587,Page_V01P588,721.4566,96.2755,0.1334,0.0057," بضرب أو حبس وعزر أب ومأذونه صغيرا وزوج لحقه.
  بمن ذكر وقيل: هم أصحاب الصغائر
 ..."," 000000000000000000000000000000000
  أنه لا يضر بها على ترك الصلاة
 وأفتى بعضهم ..."
Page_V01P405,Page_V01P427,615.223,123.9704,0.2015,0.0047," لا قبول ولو من معين ولو انقرض في منقطع آخر فمصرفه
 الأقرب
  ببطلان الوقف حينئذ...."," مع قبول معين بعد موت موص,
  وصرح جمع متأخرون بصحة قوله لمدينة
 إن مت فأعط فلانا..."
Page_V01P637,Page_V01P664,700.168,159.1408,0.2273,0.0056," أو مالا كفاه: لا تستحق علي شيئا,
  جزء منها فلا بد أن يطابق الإنكار
 واليمين دع..."," 000000000000000000000000000000000
  وكفارة أو ترك مستحب أو فعل مكروه
 سن حنثه و..."
Page_V01P252,Page_V01P224,679.2387,105.9775,0.156,0.0062," 000000000000000000000000000000000
  الوجوب ومن المتوطنين أولى ولو
 أعطى اثنين م..."," وأن لا يتقدم عليه وتصح على غائب عن بلد
  وتعذر إخراجه وطهره لم يصل عليه
 على ال..."
Page_V01P384,Page_V01P385,683.3299,146.6647,0.2146,0.0081," 00000000000000000000000000000
  لهما ولا أجرة أن يكتري العامل نصف
 الأرض بنصف ا..."," مباح بلفظ يشعر بإذن فيه كأعرتك وعلى مستعير ضمان
 قيمة يوم تلف
  مباح فلا يصح إع..."
Page_V01P135,Page_V01P136,740.1662,159.2516,0.2152,0.0052," وقيامه وصلاة على النبي بعدهما وصلاة على آل بعد أخير
 وقنوت ولشك فيه ولو نسي بعض..."," مأموما سهوا بل عليه عود,
  مأموما فلا تبطل صلاته إذا انتصب
 أو سجد وحده سهوا بل..."
Page_V01P145,Page_V01P144,789.2947,149.0776,0.1889,0.0031," أو نحوه أو بحرف مفهم,
  ومثلها كل واجب قولي كتشهد أخير
 وصلاة فيه فلا تبطل بظهو..."," وبنطق بحرفين ولو في تنحنح لغير تعذر قراءة واجبة
  لسان لأنها تابعة لمحالها المس..."
Page_V01P269,Page_V01P270,686.9455,130.3966,0.1898,0.0012," يباح فطر بمرض مضر وفي سفر قصر ولخوف هلاك ويجب قضاء
 كرمضان,
  اعتمده وكذا فاسق ..."," وإمساك فيه إن أفطر بغير عذر أو بغلط وعلى من أفسده
 بجماع كفارة معه,
  وكفارة بم..."
Page_V01P038,Page_V01P272,797.3117,119.096,0.1494,0.0186," ويؤمر مميز بها لسبع ويضرب عليها لعشر كصوم أطاقه,
  قول أنها تفعل عنه أوصى بها أ..."," 000000000000000000000000000000000
  والجديد: عدم جواز الصوم عنه مطلقا
 بل يخرج ..."
Page_V01P262,Page_V01P261,680.7205,128.827,0.1893,0.003," وتعيين,
  قال شيخنا: ولو شك هل وقعت نيته
 قبل الفجر  أو بعده؟ لم تصح لان الأصل ..."," على مكلف مطيق له وفرضه نية لكل يوم وشرط لفرضه تبييت
  وإنما يجب صوم رمضان على ك..."
Page_V01P361,Page_V01P360,722.2339,166.8427,0.231,0.001," وباع وكيل بثمن مثل حالا
  كذا فلو تصرف بعد وجود الشرط
 المعلق كأن وكله بطلاق زو..."," ويمين وعبادة بإيجاب كوكلتك أو بع
  ولا في يمين لأن القصد بها تعظيم
 الله تعالى ..."
Page_V01P479,Page_V01P478,775.4833,151.7866,0.1957,0.002," وسليمة من حرف دنيئة ومن عيب نكاح كجنون وجذام
  غيرها من بقية العرب ولا هاشمية أ..."," 000000000000000000000000000000
  النكاح بالإذن لان المأذون له لا
 يملك ولضعف ال..."
Page_V01P354,Page_V01P504,573.5618,100.2403,0.1748,0.0025," 0000000000000000000000000000000000
  وقيس بولي اليتيم فيما ذكر: من جمع
 مالا لف..."," 000000000000000000000000000000000
  وأفتى أبو زرعة فيمن سأل زوج بنته
 قبل الوطء..."
Page_V01P346,Page_V01P365,724.1213,117.6188,0.1624,0.0021," واليد لمرتهن وهي أمانة وصدق في تلف لا رد.
  واليد في المرهون لمرتهن بعد لزوم
 ا..."," وهو أمين
  وقوله لوكيله في شيء افعل فيه ما
 شئت أو كل ما تفعله جائز ليس إذنا في..."
Page_V01P189,Page_V01P191,654.2024,117.5905,0.1797,0.0059," ولا بمقتد ولا قارئ بأمي,
  المأموم كشافعي اقتدى بحنفي مس
 فرجه دون ما إذا افتصد..."," ولو اقتدى بمن ظنه أهلا فبان خلافه أعاد لا ذا حدث أو
 خبث وصح اقتداء سليم بسلس,
..."
Page_V01P642,Page_V01P634,601.8195,142.4323,0.2367,0.0116," 000000000000000000000000000000000
  يصدقه ولا أقام بينة بأنه اشتراه
 من المدعي ..."," وتلغو بتناقض كشهادة خالفت ومن قامت عليه بينة ليس له
 تحليف المدعي وأمهله
  تفصي..."
Page_V01P073,Page_V01P071,662.4007,149.9932,0.2264,0.0056," 000000000000000000000000000000000
  قبل على الأصح وهي ماء أبيض متردد
 بين المذي..."," ولا يجب اجتناب النجس كروث وبول ولو من مأكول ومذي,
  والسقف كذلك إن قرب منه بحيث..."
Page_V01P589,Page_V01P609,605.5589,101.6296,0.1678,0.0042," 
 | فصل في الصيال
 يجوز دفع صائل على معصوم بل يجب عن بضع ونفس قصدها كافر,
  فصل..."," هو فرض كفاية
  في النار"" [أبو داود رقم: 3573,
 الترمذي رقم: 1322, ابن ماجه, رقم..."
Page_V01P097,Page_V01P098,639.331,91.8597,0.1437,0.0083," ولعاجز شق عليه قيام صلاة قاعدا
  ولعاجز شق عليه قيام بأن لحقه به
 مشقة شديدة بح..."," كمتنفل.
 | 4- 
 وقراءة فاتحة كل ركعة إلا ركعة مسبوق
  من الإيماء إلى الركوع إن ..."
Page_V01P042,Page_V01P045,636.1624,95.2517,0.1497,0.0064," ومتغير كثيرا بخليط طاهر غني عنه
  فرع لو أدخل المتوضئ يده1 بقصد
 الغسل عن الحدث..."," ضارا 4- وحائل كنورة  5- ودخول وقت لدائم حدث.
  ضارا كزعفران وصندل خلافا لجمع.
 ..."
Page_V01P306,Page_V01P307,734.7389,151.1583,0.2057,0.0361," 000000000000000000000000000000000
  فيحرم ما مات بثقل ما أصابه من
 محدد أو غيره..."," 000000000000000000000000000000000
  ويسن أن يقطع الود جين وهما عرقا
 صفحتي عنق ..."
Page_V01P340,Page_V01P229,770.0298,130.7664,0.1698,0.0041," الإقراض سنة بإيجاب كأقرضتك,
  الإقراض وهو تمليك شيء على أن يرد
 مثله.
 سنة لأن ..."," وسلام.
  ويسن كما نص عليه أن يقرأ من
 القرآن ما تيسر على القبر فيدعو له مستقبلا..."
Page_V01P580,Page_V01P076,763.5676,132.0707,0.173,0.0138," 000000000000000000000000000000000
  أصحابنا المسكر من عصير العنب وإن
 لم يقذف ب..."," وكمسكر مائع,
  ينزع ما في جوفه أي من المستقذرات.
 وظاهره: لا فرق بين كبيره وصغي..."
Page_V01P549,Page_V01P554,611.4022,101.9133,0.1667,0.0433," 000000000000000000000000000000000
  للعجز عن تسليم العوض مع بقاء
 المعوض بحاله ..."," 000000000000000000000000000000000
  إن تخللت ثلاثة وجب الاستئناف أو
 أقل فلا كم..."
Page_V01P392,Page_V01P542,561.1323,93.1347,0.166,0.0036," 000000000000000000000000000000000
  أو نائبه.
 ونقلوا عن العبادي وأقره: أنه لو ..."," وتسقط بنشوز
  مهمات: من شرح المنهاج لشيخنا: لو
 اشترى حليا أو ديباجا لزوجته وزي..."
Page_V01P622,Page_V01P623,629.0239,143.494,0.2281,0.0023," ونقض حكما بخلاف نص أو إجماع أو بمرجوح,
  قال في العباب: يجوز لغير القاضي
 أخذ ه..."," ولا يقضي بخلاف علمه,
  وجعل ذلك من الحكم بخلاف ما أنزل
 الله لان الله تعالى أوج..."
Page_V01P114,Page_V01P106,769.2885,131.2857,0.1707,0.001," وجهر به إمام وأمن مأموم سمع وكره لإمام تخصيص نفسه
 بدعاء.
 | 7- 
 وسجود مرتين ع..."," وفي الأوليين لغير مأموم سمع,
  وترك السورة جائز ومقتضى كلام
 الإمام الحرمة1.
 و..."
Page_V01P364,Page_V01P475,730.2729,170.5508,0.2335,0.0058," ولا توكيل بلا إذن فيما يتأتى منه,
  يمكنه الإشهاد على أنه أدى عنه
 ليرجع أو إخب..."," ولزوج توكيل في قبوله.
  فرع لو استخلف القاضي فقيها في
 تزويج امرأة لم يكف استخل..."
Page_V01P612,Page_V01P613,762.8287,135.6073,0.1778,0.0046," فإن ولى سلطان أو ذو شوكة غير أهل نفذ,
  فإن ولى سلطان ولو كافرا أو ذو
 شوكة غير..."," 000000000000000000000000000000000
  فرع: يندب للإمام إذا ولى  قاضيا أن
 يأذن له..."
Page_V01P110,Page_V01P116,747.5698,201.3387,0.2693,0.0093," وسن تسوية ظهر وعنق وأخذ ركبتيه بكفيه وقول سبحان ربي
 العظيم وبحمده ثلاثا.
  وسن..."," وسن وضع أنف وقول سبحان ربي الأعلى وبحمده ثلاثا.
  يجب كما اقتضاه كلام الشيخين ...."
Page_V01P054,Page_V01P056,632.016,73.9269,0.117,0.005," ودلك أعضاء وتخليل لحية كثة وأصابع وإطالة الغرة
 وتحجيل,
  ولا يسن مسح الرقبة إذ..."," وتيامن وولاء وتعهد موق,
  وتيامن أي تقديم يمين على يسار في
 اليدين والرجلين ولن..."
Page_V01P241,Page_V01P536,618.2711,102.0441,0.165,0.0014," إن فضل عن قوت ممون يوم عيد وليلته وعن دين ما يخرجه
 فيها,
  نوى الرجوع.
 وفطرة ..."," مد طعام على معسر ولو مكتسبا ورقيق ومدان على موسر
 ومد ونصف على متوسط,
  وتصدق ف..."
Page_V01P541,Page_V01P538,727.3174,130.3009,0.1792,0.003," ولو معارا وإخدام حرة تخدم,
  ولو معارا ومكترى ولو سكن معها في
 منزلها بإذنها أو..."," وملح وماء شرب ومؤنة وآلة وقميص وإزار وخمار ومكعب
  مرتين فالجمعة والثلاثاء والن..."
Page_V01P356,Page_V01P355,667.5672,97.9775,0.1468,0.0122," 000000000000000000000000000000000
  تصح الحوالة وإن كذبهما المحتال في
 الحرية و..."," وبرضا محيل ومحتال ويلزم بها دين محتال محالا عليه
 فإن تعذر أخذه منه بفلس أو جحد..."
Page_V01P375,Page_V01P453,732.5162,90.1052,0.123,0.0099," في منفعة متقومة معلومة واقعة للمكتري غير متضمن
 لاستيفاء عين قصدا,
  وعلف ولا ا..."," 000000000000000000000000000000000
  هذا إن فهم كل كلام نفسه وكلام
 الآخر والشاه..."
Page_V01P458,Page_V01P457,684.4689,155.8428,0.2277,0.0011," أو مصاهرة فتحرم زوجة أصل وفصل وأصل زوجة
  وشرط شهادة الرضاع ذكر وقت الرضاع
 وعد..."," 00000000000000000000000000000000000000
  تنبيه [في بيان شروط الرضاع]
 الرضاع ال..."
Page_V01P168,Page_V01P161,686.0358,111.5302,0.1626,0.002," والتراويح.
  في الخطبة ويستقبل القبلة حالة
 الدعاء بعد صدر الخطبة الثانية أي نح..."," 000000000000000000000000000000000
  خبر: ولا تشبهوا الوتر بصلاة
 المغرب [كنز ال..."
Page_V01P249,Page_V01P253,725.3439,121.1413,0.167,0.0021," 000000000000000000000000000000000
  لا يمنع فقرها وصوبه شيخنا.
 والمسكين: من قد..."," ولو أعطاها لكافر أو من به رق أو هاشمي أو مطلبي أو
 غني أو مكفي بنفقة قريب لم يج..."
Page_V01P577,Page_V01P543,749.6608,112.4939,0.1501,0.0066," وأخر رجم لوضع حمل وفطام ويثبت بإقرار وبينة ولو أقر
 ثم رجع
  ويجاب لشرب لا أكل ..."," ولو ساعة بمنع من تمتع لا لعذر,
  الزوج وإن لم تأثم كصغيرة ومجنونة
 ومكرهة ولو س..."
Page_V01P040,Page_V01P046,612.6985,90.6224,0.1479,0.0058," 
 | فصل في شروط الصلاة
 شروط الصلاة خمسة:
 أحدها: طهارة عن حدث وجنابة.
 فالأولى..."," وفروضه: 1- نية فرض وضوء عند غسل وجه,
  لصلاة جمعة ويكفي واحد لهما لغيره
 ويجب ع..."
Page_V01P400,Page_V01P401,602.8322,108.8941,0.1806,0.0096," 0000000000000000000000000000
  ولو أهدي لمن خلصه من ظالم لئلا
 ينقص ما فعله لم ..."," صح وقف عين مملوكة تفيد وهي باقية بوقفت وسبلت كذا 
 على كذا,
  فيها شروط: منها أ..."
Page_V01P431,Page_V01P430,698.4852,123.9044,0.1774,0.0011," وبيع ورهن وعرض عليه وغراس وتنفع ميتا صدقة ودعاء.
  مقدم على المحتمل.
 وبنحو بيع..."," وتبطل برجوع بنحو نقضتها و: هذا لوارثي,
  ولو أوصى لا علم الناس اختص
 بالفقهاء أ..."
Page_V01P381,Page_V01P382,755.3407,147.5313,0.1953,0.001," وإن لم يستوف وتنفسخ بتلف مستوفى  منه معين في مستقبل,
  الاستيفاء في المقدرة بعم..."," ولو اختلفا في أجرة أو مدة تحالفا وفسخت.
  ويجوز لمستأجر الدابة مثلا منع
 المؤجر..."
Page_V01P659,Page_V01P658,773.1143,171.0381,0.2212,0.0021," فيقول أنا شاهد بكذا وأشهدك على شهادتي وتبيين فرع
 جهة تحمل وتسميته إياه.
  فيقو..."," وتقبل شهادة على شهادة في غير عقوبة لله بتعسر أداء
 أصل واسترعائه,
  تنبيه: يتعي..."
Page_V01P321,Page_V01P462,729.5222,131.8282,0.1807,0.0011," وشرط في بيع مطعوم ونقد بجنسه حلول وتقابض قبل تفرق
  مهمة [في بيان حكم من تصرف ف..."," وعدم تعينهما للولاية وصح بمستوري عدالة,
  ومعرفة لسان المتعاقدين.
 وعدم تعينهما..."
Page_V01P115,Page_V01P102,690.2843,90.1485,0.1306,0.0046," مع تنكيس بوضع بعض جبهته بكشف وتحامل وركبتيه وبطن
 كفيه وأصابع قدميه,
  كطرف من ..."," واستأنف قبله وسن بعد تحرم  افتتاح ما لم يشرع
  واستأنف وجوبا إن شك فيه قبله أي
..."
Page_V01P499,Page_V01P426,559.4545,81.5737,0.1458,0.004," 000000000000000000000000000000
  ويسقط بذلك القسم ومنه امتناعهن
 إذا دعاهن إلى ..."," ب أعطوه كذا أو هو له بعد موتي وب: أو صيت له.
  بغير وصية ولا يأثم بذلك.
 وبعين ..."
Page_V01P455,Page_V01P459,739.9254,123.9964,0.1676,0.001," وفي الزوجة خلو من نكاح وعدة وتعيين وعدم محرمية بنسب
 فيحرم نساء قرابة غير ولد ع..."," وكذا فصلها إن دخل بها.
  الدخول بهن أن يكون العقد صحيحا.
 وكذا فصلها أي الزوجة ..."
Page_V01P281,Page_V01P310,639.0411,122.3564,0.1915,0.0033," 000000000000000000000000000000000
  فرع [في بيان أن صوم هذه الأيام
 المتأكد يند..."," النذر: التزام مكلف قربة لم تتعين
  ما زاد هذا إن توقع معرفة أربابه
 وإلا صار لب..."
Page_V01P560,Page_V01P562,692.6863,95.9455,0.1385,0.004," وقصدهما بغيره شبه  عمد,
  لا: كتجويع وسحر.
 وقصدهما أي الفعل والشخص بغيره أي غي..."," وعدم قصد أحدهما فخطأ ولو وجد من شخصين معا فعلان
 مزهقان مذففان كحز وقد أو لا كق..."
Page_V01P059,Page_V01P124,684.5,121.8201,0.178,0.0011," وليقتصر حتما على واجب لضيق وقت أو قلة ماء وندبا
 لإدراك جماعة.
  فائدة يحرم الت..."," ولو سها غير مأموم بترك ركن أو شك أتى به إن كان قبل
 فعل مثله وإلا أجزأه وتدارك...."
Page_V01P215,Page_V01P203,710.9036,114.6414,0.1613,0.0054," وتكفينه بساتر عورة,
  المرجح لو تعذر غسل ما تحت القلفة
 بأنها لا تتقلص إلا بجرح..."," وولاء بينهما وسن لمريدها غسل بعد فجر
  وولاء بينهما وبين أركانهما
 وبينهما وبين..."
Page_V01P548,Page_V01P551,597.3554,96.7792,0.162,0.0016," 
 | فرع في فسخ النكاح
 لزوجة مكلفة فسخ نكاح من أعسر بأقل نفقة أو كسوة أو بمسكن ..."," لا قبل ثبوت إعساره
  النفقة لعدم مال حاضر مع عدم إمكان
 أخذها منه حيث هو بكتاب ..."
Page_V01P184,Page_V01P183,787.4982,139.1177,0.1767,0.003," وبأكثر من ثلاثة أركان طويلة بعذر أوجبه كإسراع إمام
 قراءة وانتظار مأموم سكتته ف..."," وموافقة في سنن تفحش مخالفة فيها وعدم تخلف عن إمام
 بركنين فعليين بلا عذر مع تعم..."
Page_V01P396,Page_V01P351,773.857,162.4541,0.2099,0.0138," ولأصل رجوع فيما وهب لفرع إن بقي في سلطنته بنحو:
 رجعت,
  ولأصل ذكر أو أنثى من ج..."," 00000000000000000000000000000000000
  متاعه إن وجد في ملكه ولم يتعلق به
 حق لاز..."
Page_V01P123,Page_V01P290,675.9655,99.0914,0.1466,0.0034," 14- وترتيب بين أركانها,
  تنبيه يسن لكل من الإمام والمأموم
 والمنفرد أن ينوي ال..."," 5- وجعل البيت عن يساره 6- وكونه سبعا وسن أن يفتتح
 باستلام الحجر ويستلمه في كل ..."
Page_V01P379,Page_V01P380,738.2737,109.8343,0.1488,0.0052," كأجير فلا ضمان إلا بتقصير
  المسمى للشهر الأول وأجرة المثل
 للشهر الثاني.
 قال ..."," ولا أجرة بلا شرط وتقررت عليه بمضي مدة
  ولو اكترى عبدا لعمل معلوم ولم
 يبين موض..."
Page_V01P452,Page_V01P454,708.418,150.4653,0.2124,0.0011," وشرط فيها إيجاب من الولي وهو كزوجتك أو أنكحتك وقبول
 متصل به كتزوجتها أو نكحتها..."," لا مع تعليق وتأقيت,
  فلو أوجب ثم رجع عن إيجابه أو رجعت
 الآذنة في إذنها قبل ال..."
Page_V01P219,Page_V01P218,622.017,85.5572,0.1375,0.0011," وكره بناء له أو عليه ووطء عليه إلا لضرورة.
  شيخانا ابن حجر وزياد.
 وكره بناء ل..."," 0000000000000000000000000000000000
  ويحرم دفنه بلا شيء يمنع وقوع
 التراب عليه...."
Page_V01P335,Page_V01P336,733.0343,157.2503,0.2145,0.0024," 
 | فصل في بيع الأصول والثمار
 يدخل في بيع أرض ما فيها من بناء وشجر وفي بستان أ..."," وفي شجر عرق وغصن رطب لا مغرسه وثمر ظهر ويبقيان وفي
 دابة حملها.
  وفي بيع شجر ر..."
Page_V01P570,Page_V01P517,585.5395,98.0737,0.1675,0.0033," 
 | باب في الردة
 الردة: قطع مكلف إسلاما بكفر عزما أو قولا أو فعلا باعتقاد أو ع..."," وصدق مدعي إكراه أو إغماء أو سبق لسان بيمينه إن كان
 ثم قرينه وإلا فلا.
  فائدة ..."
Page_V01P064,Page_V01P063,624.1442,90.4594,0.1449,0.0024," والثانية الغسل.
  مصحف لحاجة تعلمه ودرسه ووسيلتهما
 كحمله للمكتب والإتيان به لل..."," بكبر لا مع محرمية ولا يرتفع يقين وضوء أو حدث بظن
 ضده.
  بنحو خروج ريح منه في ح..."
Page_V01P031,Page_V01P035,608.754,111.0219,0.1824,0.0015," 
 | مقدمة
 ...
 بسم الله الرحمن الرحيم
  الحمد لله الفتاح الجواد المعين
 على ال..."," وسميته ب قرة العين بمهمات الدين راجيا من الرحمن أن
 ينتفع به الأذكياء وأن تقربه..."
Page_V01P666,Page_V01P608,620.7623,95.3683,0.1536,0.0027," 
 | باب في الإعتكاف
 ...
 باب في الإعتاق
 صح عتق مطلق تصرف بنحو أعتقتك أو حررتك..."," 0000000000000000000000000000000
  إلى سيده فإن لم يعتقه باعه الإمام
 من مسلم أو..."
