name,qid,recip_rank,success_10,success_100,success_20,success_50,query_type,query,rank_ditemukan,Hit@10,Hit@20,Hit@50,Hit@100,qid_int
RRF,69,0.2,1.0,1.0,1.0,1.0,3,"Seorang Muslim makan sahur dengan tujuan agar kuat berpuasa, namun ia lupa melintaskan niat puasa wajib di hatinya, apakah puasanya sah?",5,✅ Hit,✅ Hit,✅ Hit,✅ Hit,69
RRF,72,0.2,1.0,1.0,1.0,1.0,3,"seorang kiai langgaran diminta membantu proses akad nikah dengan membimbing calon suami untuk malafalkan qabul nikah berbahasa arab, setelah akad selesai kiai ini meminta sejumlah uang sebagai imbalan atas jasa tersebut, bagaimana status pengambilan upah dalam kasus ini?",5,✅ Hit,✅ Hit,✅ Hit,✅ Hit,72
RRF,75,0.002680965147453083,0.0,0.0,0.0,0.0,3,"Karena masih dalam masa pengantin baru, Mas Jiko tidak dapat menahan diri untuk terus menciumi istrinya saat sedang berpuasa ramadan hingga keluar mani, apakah puasanya tetap sah ? ",373,❌ Miss,❌ Miss,❌ Miss,❌ Miss,75
RRF,78,0.002061855670103093,0.0,0.0,0.0,0.0,3,"Dana dan Dono  adalah kakak beradik yang usianya terlampau jauh, saat ini Dana berusia 28 tahun sedangkan Dono masih berusia 8 tahun. suatu hari Dana menyuruh adiknya, Dono, untuk meminjam kamera kepada paman mereka. Dono pun berhasil mendapatkan kamera itu dari pamannya, saat perjalanan kembali, kamera itu terjatuh dan rusak. Dalam kondisi seperti ini, siapa yang bertanggungjawab atas kerusakan tersebut?",485,❌ Miss,❌ Miss,❌ Miss,❌ Miss,78
RRF,81,0.2,1.0,1.0,1.0,1.0,3," Sekolah SMP Harapan Bangsa menerapkan konsep Kantin Kejujuran untuk membentuk karakter siswa menjadi pribadi yang jujur. kantin ini menyediakan seluruh kebutuhan siswa dengan disertai harga yang tercantum jelas di daftarnya. para siswa cukup meletakkan sejumlah uang yang seharga barang yang dibeli pada tempat yang telah disediakan. kondisi ini menimbukan kekhawatiran tentang apakah jual beli yang mereka lakukan sah, padahal tidak ada ijab dan qabul di dalamnya?",5,✅ Hit,✅ Hit,✅ Hit,✅ Hit,81
RRF,84,0.010752688172043012,0.0,1.0,0.0,0.0,3,"seorang petani muda menjual hasil panen gabahnya kepada pengepul. Ia hanya memperihatkan sebagian gabah sebagai contoh untuk meyakinkan pembeli tentang kualitasnya, sementara sisa gabahnya tetap berada dalam karung-karung yang tertutup rapat. dalam hal ini apakah jual beli tersebut sah?",93,❌ Miss,❌ Miss,❌ Miss,✅ Hit,84
RRF,87,0.022222222222222223,0.0,1.0,0.0,1.0,3,"sebut saja nama Toni, dia adalah seorang saudagar sukses yang telah punya banyak pengalaman dibidang jual beli properti. suatu hari, Toni kedatangan teman lama yang senang bermain slot atau judi online bernama Joko. tujuan Joko kemudian diketahui ingin berhutang sebanyak 15 juta dan berjanji akan membayarnya seminggu kemudian. apakah Toni boleh memberikan hutang kepada Joko ketika ada kemungkinan besar Joko tidak akan membayarnya?",45,❌ Miss,❌ Miss,✅ Hit,✅ Hit,87
RRF,90,0.011235955056179775,0.0,1.0,0.0,0.0,3,"karena pertumbuhan penduduk sangat cepat, sebuah desa ingin merenovasi masjid menjadi dua lantai, yang jika dihitung-hitung menghabiskan biaya cukup besar. setelah melakukan muysawarah, biaya ini kemudian diambil dari kas masjid serta sumbangan masyarakat. Selain itu, muncul keinginan untuk menggadaikan sawah wakaf sebagai tambahan biaya renovasi. apakah tindakan ini diperbolehkan? ",89,❌ Miss,❌ Miss,❌ Miss,✅ Hit,90
RRF,93,0.2,1.0,1.0,1.0,1.0,3,"Rafi melamar seorang perempuan yang sangat ia cintai. Sebagai bentuk keseriusannya, ia menyerahkan uang sebanyak 10 juta rupiah dan berbagai bingkisan lainnya kepada calon istri melalui walinya. namun kenyataan pahit harus diterima Rafi, cinta Rafi bertepuk sebelah tangan. calon istri ternyata sudah memiliki calon yang lebih pantas menurutnya. apakah Rafi berhak meminta uang dan bingkisan yang telah ia berikan?",5,✅ Hit,✅ Hit,✅ Hit,✅ Hit,93
RRF,96,0.027777777777777776,0.0,1.0,0.0,1.0,3,"Hasan adalah pengusaha makanan cepat saji yang sedang sakit keras. Harta yang dimilikinya sekitar 15 Milyar. Ia ingin menyerahkan sebagian hartanya untuk pembangunan masjid di desanya.  Dalam surat wasiatnya, Hasan menyerahkan sebanyak 7,5 Milyar untuk diserahkan ke masjid. apakah wasiat seperti ini dapat dilaksanakan atau ada batasan tertentu?",36,❌ Miss,❌ Miss,✅ Hit,✅ Hit,96
RRF,99,0.03571428571428571,0.0,1.0,0.0,1.0,3,"Rahmat sedang mendatangi acara walimah saudara laki-lakinya, tanpa sengaja ia duduk di depan seorang gadis non mahram. merasa ada kesempatan ia memadangi gadis ini berulang kali, meskipun tidak ada kebutuhan mendesak untuk melihatnya. dalam kondisi seperti ini bagaimana status pandangan Rahmat menurut hukum?",28,❌ Miss,❌ Miss,✅ Hit,✅ Hit,99
RRF,102,1.0,1.0,1.0,1.0,1.0,3,"Hartono menikahi Lim, dengan dihadiri oleh wali dan dua orang saksi, namun setelah akad nikah berlangsung Lim mengaku belum meyelesaikan masa iddah dari pernikahan sebelumnya. bagaimana status akad nikah yang dilakukan oleh Hartono?",1,✅ Hit,✅ Hit,✅ Hit,✅ Hit,102
RRF,105,0.2,1.0,1.0,1.0,1.0,3,Seseorang didakwa telah melakukan tindakan kriminal dan dikenai hukuman membayar diyat beberapa ekor unta. Namun kebetulan di daerahnya tidak terdapat unta. Bagaimana ia membayar diyat tersebut,5,✅ Hit,✅ Hit,✅ Hit,✅ Hit,105
RRF,108,0.5,1.0,1.0,1.0,1.0,3,Marak terjadi di zaman sekarang pernikahan beda agama. Bagaimana islam memandang hal tersebut?,2,✅ Hit,✅ Hit,✅ Hit,✅ Hit,108
RRF,111,0.25,1.0,1.0,1.0,1.0,3,Seorang perempuan ingin menikah dan ia bingung untuk menentukan walinya. Bapaknya dulu merupakan seorang preman kampung meski sekarang sudah taubat. Apakah boleh dia menjadi wali nikah untuk anaknya,4,✅ Hit,✅ Hit,✅ Hit,✅ Hit,111
RRF,114,0.07142857142857142,0.0,1.0,1.0,1.0,3,"Seorang santri sedang kasmaran dengan santriwati. Tiba-tiba santri tersebut melihat sekilas pujaan hatinya ada di depan pondok. Karena ia tidak berani memandangnya secara langsung, ia memandangnya lewat pantulan kaca mobil. Apakah hal tersebut diperbolehkan?",14,❌ Miss,✅ Hit,✅ Hit,✅ Hit,114
RRF,117,0.017241379310344827,0.0,1.0,0.0,0.0,3,"Seorang perempuan baru saja menikah namun dia belum menerima maharnya. Selang satu hari karena suatu hal, tiba-tiba dia dicerai oleh suaminya. Lalu bagaimana status maharnya?",58,❌ Miss,❌ Miss,❌ Miss,✅ Hit,117
RRF,120,0.5,1.0,1.0,1.0,1.0,3,Ada seorang laki-laki memberikan sesuatu kepada perempuan yang dilamarnya. Dia bilang kalo ini merupakan mahar pernikahannya nanti. Sementara si perempuan bilang itu cuma hadiah biasa. Perkataan siapa yang dibenarkan?,2,✅ Hit,✅ Hit,✅ Hit,✅ Hit,120
RRF,123,0.14285714285714285,1.0,1.0,1.0,1.0,3,"Seorang laki mengucapkan kepada istri ""Aku khulu kamu"" namun dia tidak menyebutkan nominal tebusan. Apakah si perempuan wajib membayar tebusan? jika iya berapa tebusannya?",7,✅ Hit,✅ Hit,✅ Hit,✅ Hit,123
RRF,126,0.004975124378109453,0.0,0.0,0.0,0.0,3,Seorang kepala rumah tangga berada dalam garis kemiskinan. Dia merasa dirinya tidak bisa memenuhi hak-hak istri dan anaknya. Dia kemudian memutuskan untuk menceraikan istrinya. Bagaimana hukum perceraian dengan latar belakang demikian?,201,❌ Miss,❌ Miss,❌ Miss,❌ Miss,126
RRF,129,0.004219409282700422,0.0,0.0,0.0,0.0,3,Seorang laki-laki telah mentalak tiga istrinya. Apakah boleh baginya untuk rujuk?,237,❌ Miss,❌ Miss,❌ Miss,❌ Miss,129
RRF,132,0.01818181818181818,0.0,1.0,0.0,0.0,3,"Seorang perempuan menikah pada usia 18 tahun, setahun berselang suaminya meninggal. Sebulan setelahnya, selayaknya perempuan seumurannya dia ingin menghibur diri dengan bermain bersama teman-temannya, berdandan, dsb. Apakah hal tersebut dibolehkan?",55,❌ Miss,❌ Miss,❌ Miss,✅ Hit,132
RRF,135,1.0,1.0,1.0,1.0,1.0,3,"Seseorang sedang menjadi tawanan perang. Ia  kemudian dipaksa untuk keluar dari agama islam (murtad) karena jika tidak, ia akan disiksa habis-habisan. Apakah boleh murtad karena kondisi tersebut?",1,✅ Hit,✅ Hit,✅ Hit,✅ Hit,135
RRF,138,0.5,1.0,1.0,1.0,1.0,3,"sebelum menikah, seseorang perempuan terbiasa hidup mewah. Setelah menikah ternyata suaminya merupakan laki-laki yang pas-pasan secara finansial. Meskipun suami dapat mencukupi kebutuhan primer istri, tapi si istri merasa belum puas dan apa yang diberikan oleh si suami belum bisa mencukupi gaya hidupnya. Apakah boleh bagi si istri untuk mengajukan faskh?",2,✅ Hit,✅ Hit,✅ Hit,✅ Hit,138
RRF,141,0.5,1.0,1.0,1.0,1.0,3,Seseorang telah memenuhi syarat untuk bisa diangkat sebagai Qodli. Namun ia memiliki kendala dalam penglihatannya. Apakah ia tetap boleh diangkat sebagai Qodli?,2,✅ Hit,✅ Hit,✅ Hit,✅ Hit,141
RRF,144,0.04,0.0,1.0,0.0,1.0,3,"Seorang pelaku kriminal sedang diadili oleh seorang hakim yang ternyata adalah kawan lamanya. Hakim memutuskan hukuman yang cukup ringan bagi pelaku. Selang beberapa tahun, setelah pelaku kriminal bebas, ia pergi ke rumah hakim dengan membawa buah tangan. Apakah boleh bagi Hakim untuk menerimanya?",25,❌ Miss,❌ Miss,✅ Hit,✅ Hit,144
RRF,147,1.0,1.0,1.0,1.0,1.0,3,Andi memiliki hutang terhadap Budi yang tidak kunjung dilunasi. Apakah boleh bagi Budi untuk mengambil harta Andi tanpa terlebih dahulu dilaporkan ke hakim?,1,✅ Hit,✅ Hit,✅ Hit,✅ Hit,147
RRF,150,0.09090909090909091,0.0,1.0,1.0,1.0,3,Seseorang menyaksikan satu orang laki-laki dan perempuan keluar dari kamar kos. Lalu ia menuduh keduanya telah berzina. Apakah kesaksiannya dapat dibenarkan?,11,❌ Miss,✅ Hit,✅ Hit,✅ Hit,150
RRF,153,1.0,1.0,1.0,1.0,1.0,3,"Seseorang mengucapkan sumpah atas nama Allah, kemudian setelahnya ia mengatakan bahwa dirinya tidak bermaksud bersumpah.  Bagaimana hukum sumpahnya?",1,✅ Hit,✅ Hit,✅ Hit,✅ Hit,153
